name,id,height,base_experience,pokemon_species_id,weight,hp,attack,defense,special-attack,special-defense,speed,evolution_chain_id,evolves_from_species_id,gender_rate,has_gender_differences,is_baby,is_legendary,is_mythical,capture_rate,base_happiness,hatch_counter,growth_rate,generation_name,habitat_name,type_name_1,type_name_2
gastrodon,423,9,166,423,299,111,83,68,92,82,39,218,422,4,False,False,False,False,75,50,20,medium,generation-iv,,water,ground
ambipom,424,12,169,424,203,75,100,66,60,66,115,93,190,4,True,False,False,False,45,100,20,fast,generation-iv,,normal,
drifloon,425,4,70,425,12,90,50,34,60,44,70,219,,4,False,False,False,False,125,50,30,fast-then-very-slow,generation-iv,,ghost,flying
drifblim,426,12,174,426,150,150,80,44,90,54,80,219,425,4,False,False,False,False,60,50,30,fast-then-very-slow,generation-iv,,ghost,flying
buneary,427,4,70,427,55,55,66,44,44,56,85,220,,4,False,False,False,False,190,0,20,medium,generation-iv,,normal,
lopunny,428,12,168,428,333,65,76,84,54,96,105,220,427,4,False,False,False,False,60,140,20,medium,generation-iv,,normal,
mismagius,429,9,173,429,44,60,60,60,105,105,105,98,200,4,False,False,False,False,45,35,25,fast,generation-iv,,ghost,
honchkrow,430,9,177,430,273,100,125,52,105,52,71,97,198,4,False,False,False,False,30,35,20,medium-slow,generation-iv,,dark,flying
glameow,431,5,62,431,39,49,55,42,42,37,85,221,,6,False,False,False,False,190,70,20,fast,generation-iv,,normal,
purugly,432,10,158,432,438,71,82,64,64,59,112,221,431,6,False,False,False,False,75,70,20,fast,generation-iv,,normal,
chingling,433,2,57,433,6,45,30,50,65,50,45,184,,4,False,True,False,False,120,70,25,fast,generation-iv,,psychic,
stunky,434,4,66,434,192,63,63,47,41,41,74,223,,4,False,False,False,False,225,50,20,medium,generation-iv,,poison,dark
skuntank,435,10,168,435,380,103,93,67,71,61,84,223,434,4,False,False,False,False,60,50,20,medium,generation-iv,,poison,dark
bronzor,436,5,60,436,605,57,24,86,24,86,23,224,,-1,False,False,False,False,255,50,20,medium,generation-iv,,steel,psychic
bronzong,437,13,175,437,1870,67,89,116,79,116,33,224,436,-1,False,False,False,False,90,50,20,medium,generation-iv,,steel,psychic
bonsly,438,5,58,438,150,50,80,95,10,45,10,91,,4,False,True,False,False,255,50,20,medium,generation-iv,,rock,
mime-jr,439,6,62,439,130,20,25,45,70,90,60,57,,4,False,True,False,False,145,50,25,medium,generation-iv,,psychic,fairy
happiny,440,6,110,440,244,100,5,5,15,65,30,51,,8,False,True,False,False,130,140,40,fast,generation-iv,,normal,
chatot,441,5,144,441,19,76,65,45,92,42,91,228,,4,False,False,False,False,30,35,20,medium-slow,generation-iv,,normal,flying
spiritomb,442,10,170,442,1080,50,92,108,92,108,35,229,,4,False,False,False,False,100,50,30,medium,generation-iv,,ghost,dark
gible,443,7,60,443,205,58,70,45,40,45,42,230,,4,True,False,False,False,45,50,40,slow,generation-iv,,dragon,ground
gabite,444,14,144,444,560,68,90,65,50,55,82,230,443,4,True,False,False,False,45,50,40,slow,generation-iv,,dragon,ground
garchomp,445,19,300,445,950,108,130,95,80,85,102,230,444,4,True,False,False,False,45,50,40,slow,generation-iv,,dragon,ground
munchlax,446,6,78,446,1050,135,85,40,40,85,5,72,,1,False,True,False,False,50,50,40,slow,generation-iv,,normal,
riolu,447,7,57,447,202,40,70,40,35,40,60,232,,1,False,True,False,False,75,50,25,medium-slow,generation-iv,,fighting,
lucario,448,12,184,448,540,70,110,70,115,70,90,232,447,1,False,False,False,False,45,50,25,medium-slow,generation-iv,,fighting,steel
hippopotas,449,8,66,449,495,68,72,78,38,42,32,233,,4,True,False,False,False,140,50,30,slow,generation-iv,,ground,
hippowdon,450,20,184,450,3000,108,112,118,68,72,47,233,449,4,True,False,False,False,60,50,30,slow,generation-iv,,ground,
skorupi,451,8,66,451,120,40,50,90,30,55,65,234,,4,False,False,False,False,120,50,20,slow,generation-iv,,poison,bug
drapion,452,13,175,452,615,70,90,110,60,75,95,234,451,4,False,False,False,False,45,50,20,slow,generation-iv,,poison,dark
croagunk,453,7,60,453,230,48,61,40,61,40,50,235,,4,True,False,False,False,140,100,10,medium,generation-iv,,poison,fighting
toxicroak,454,13,172,454,444,83,106,65,86,65,85,235,453,4,True,False,False,False,75,50,20,medium,generation-iv,,poison,fighting
carnivine,455,14,159,455,270,74,100,72,90,72,46,236,,4,False,False,False,False,200,70,25,slow,generation-iv,,grass,
finneon,456,4,66,456,70,49,49,56,49,61,66,237,,4,True,False,False,False,190,70,20,slow-then-very-fast,generation-iv,,water,
lumineon,457,12,161,457,240,69,69,76,69,86,91,237,456,4,True,False,False,False,75,70,20,slow-then-very-fast,generation-iv,,water,
mantyke,458,10,69,458,650,45,20,50,60,120,50,116,,4,False,True,False,False,25,50,25,slow,generation-iv,,water,flying
snover,459,10,67,459,505,60,62,50,62,60,40,239,,4,True,False,False,False,120,50,20,slow,generation-iv,,grass,ice
abomasnow,460,22,173,460,1355,90,92,75,92,85,60,239,459,4,True,False,False,False,60,50,20,slow,generation-iv,,grass,ice
weavile,461,11,179,461,340,70,120,65,45,85,125,109,215,4,True,False,False,False,45,35,20,medium-slow,generation-iv,,dark,ice
magnezone,462,12,268,462,1800,70,70,115,130,90,60,34,82,-1,False,False,False,False,30,50,20,medium,generation-iv,,electric,steel
lickilicky,463,17,180,463,1400,110,85,95,80,95,50,48,108,4,False,False,False,False,30,50,20,medium,generation-iv,,normal,
rhyperior,464,24,268,464,2828,115,140,130,55,55,40,50,112,4,True,False,False,False,30,50,20,slow,generation-iv,,ground,rock
tangrowth,465,20,187,465,1286,100,100,125,110,50,50,52,114,4,True,False,False,False,30,50,20,medium,generation-iv,,grass,
electivire,466,18,270,466,1386,75,123,67,95,85,95,60,125,2,False,False,False,False,30,50,25,medium,generation-iv,,electric,
magmortar,467,16,270,467,680,75,95,67,125,95,83,61,126,2,False,False,False,False,30,50,25,medium,generation-iv,,fire,
togekiss,468,15,273,468,380,85,50,95,120,115,80,87,176,1,False,False,False,False,30,50,10,fast,generation-iv,,fairy,flying
yanmega,469,19,180,469,515,86,76,86,116,56,95,95,193,4,False,False,False,False,30,70,20,medium,generation-iv,,bug,flying
leafeon,470,10,184,470,255,65,110,130,60,65,95,67,133,1,False,False,False,False,45,35,35,medium,generation-iv,,grass,
glaceon,471,8,184,471,259,65,60,110,130,95,65,67,133,1,False,False,False,False,45,35,35,medium,generation-iv,,ice,
gliscor,472,20,179,472,425,75,95,125,45,75,95,104,207,4,False,False,False,False,30,70,20,medium-slow,generation-iv,,ground,flying
mamoswine,473,25,265,473,2910,110,130,80,70,60,80,112,221,4,True,False,False,False,50,50,20,slow,generation-iv,,ice,ground
porygon-z,474,9,268,474,340,85,80,70,135,75,90,68,233,-1,False,False,False,False,30,50,20,medium,generation-iv,,normal,
gallade,475,16,259,475,520,68,125,65,65,115,80,140,281,0,False,False,False,False,45,35,20,slow,generation-iv,,psychic,fighting
probopass,476,14,184,476,3400,60,55,145,75,150,40,147,299,4,False,False,False,False,60,70,20,medium,generation-iv,,rock,steel
dusknoir,477,22,263,477,1066,45,100,135,65,135,45,182,356,4,False,False,False,False,45,35,25,fast,generation-iv,,ghost,
froslass,478,13,168,478,266,70,80,70,80,70,110,186,361,8,False,False,False,False,75,50,20,medium,generation-iv,,ice,ghost
rotom,479,3,154,479,3,50,50,77,95,77,91,240,,-1,False,False,False,False,45,50,20,medium,generation-iv,,electric,ghost
uxie,480,3,290,480,3,75,75,130,75,130,95,241,,-1,False,False,True,False,3,140,80,slow,generation-iv,,psychic,
mesprit,481,3,290,481,3,80,105,105,105,105,80,242,,-1,False,False,True,False,3,140,80,slow,generation-iv,,psychic,
azelf,482,3,290,482,3,75,125,70,125,70,115,243,,-1,False,False,True,False,3,140,80,slow,generation-iv,,psychic,
dialga,483,54,340,483,6830,100,120,120,150,100,90,244,,-1,False,False,True,False,3,0,120,slow,generation-iv,,steel,dragon
palkia,484,42,340,484,3360,90,120,100,150,120,100,245,,-1,False,False,True,False,3,0,120,slow,generation-iv,,water,dragon
heatran,485,17,300,485,4300,91,90,106,130,106,77,246,,4,False,False,True,False,3,100,10,slow,generation-iv,,fire,steel
regigigas,486,37,335,486,4200,110,160,110,80,110,100,247,,-1,False,False,True,False,3,0,120,slow,generation-iv,,normal,
giratina-altered,487,45,340,487,7500,150,100,120,100,120,90,248,,-1,False,False,True,False,3,0,120,slow,generation-iv,,ghost,dragon
cresselia,488,15,300,488,856,120,70,120,75,130,85,249,,8,False,False,True,False,3,100,120,slow,generation-iv,,psychic,
phione,489,4,216,489,31,80,80,80,80,80,80,250,,-1,False,False,False,True,30,70,40,slow,generation-iv,,water,
manaphy,490,3,270,490,14,100,100,100,100,100,100,250,,-1,False,False,False,True,3,70,10,slow,generation-iv,,water,
darkrai,491,15,270,491,505,70,90,90,135,90,125,252,,-1,False,False,False,True,3,0,120,slow,generation-iv,,dark,
shaymin-land,492,2,270,492,21,100,100,100,100,100,100,253,,-1,False,False,False,True,45,100,120,medium-slow,generation-iv,,grass,
arceus,493,32,324,493,3200,120,120,120,120,120,120,254,,-1,False,False,False,True,3,0,120,slow,generation-iv,,normal,
victini,494,4,300,494,40,100,100,100,100,100,100,255,,-1,False,False,False,True,3,100,120,slow,generation-v,,psychic,fire
snivy,495,6,62,495,81,45,45,55,45,55,63,256,,1,False,False,False,False,45,70,20,medium-slow,generation-v,,grass,
servine,496,8,145,496,160,60,60,75,60,75,83,256,495,1,False,False,False,False,45,70,20,medium-slow,generation-v,,grass,
serperior,497,33,238,497,630,75,75,95,75,95,113,256,496,1,False,False,False,False,45,70,20,medium-slow,generation-v,,grass,
tepig,498,5,62,498,99,65,63,45,45,45,45,257,,1,False,False,False,False,45,70,20,medium-slow,generation-v,,fire,
pignite,499,10,146,499,555,90,93,55,70,55,55,257,498,1,False,False,False,False,45,70,20,medium-slow,generation-v,,fire,fighting
emboar,500,16,238,500,1500,110,123,65,100,65,65,257,499,1,False,False,False,False,45,70,20,medium-slow,generation-v,,fire,fighting
oshawott,501,5,62,501,59,55,55,45,63,45,45,258,,1,False,False,False,False,45,70,20,medium-slow,generation-v,,water,
dewott,502,8,145,502,245,75,75,60,83,60,60,258,501,1,False,False,False,False,45,70,20,medium-slow,generation-v,,water,
samurott,503,15,238,503,946,95,100,85,108,70,70,258,502,1,False,False,False,False,45,70,20,medium-slow,generation-v,,water,
patrat,504,5,51,504,116,45,55,39,35,39,42,259,,4,False,False,False,False,255,70,15,medium,generation-v,,normal,
watchog,505,11,147,505,270,60,85,69,60,69,77,259,504,4,False,False,False,False,255,70,20,medium,generation-v,,normal,
lillipup,506,4,55,506,41,45,60,45,25,45,55,260,,4,False,False,False,False,255,50,15,medium-slow,generation-v,,normal,
herdier,507,9,130,507,147,65,80,65,35,65,60,260,506,4,False,False,False,False,120,50,15,medium-slow,generation-v,,normal,
stoutland,508,12,250,508,610,85,110,90,45,90,80,260,507,4,False,False,False,False,45,50,15,medium-slow,generation-v,,normal,
purrloin,509,4,56,509,101,41,50,37,50,37,66,261,,4,False,False,False,False,255,50,20,medium,generation-v,,dark,
liepard,510,11,156,510,375,64,88,50,88,50,106,261,509,4,False,False,False,False,90,50,20,medium,generation-v,,dark,
pansage,511,6,63,511,105,50,53,48,53,48,64,262,,1,False,False,False,False,190,70,20,medium,generation-v,,grass,
simisage,512,11,174,512,305,75,98,63,98,63,101,262,511,1,False,False,False,False,75,70,20,medium,generation-v,,grass,
pansear,513,6,63,513,110,50,53,48,53,48,64,263,,1,False,False,False,False,190,70,20,medium,generation-v,,fire,
simisear,514,10,174,514,280,75,98,63,98,63,101,263,513,1,False,False,False,False,75,70,20,medium,generation-v,,fire,
panpour,515,6,63,515,135,50,53,48,53,48,64,264,,1,False,False,False,False,190,70,20,medium,generation-v,,water,
simipour,516,10,174,516,290,75,98,63,98,63,101,264,515,1,False,False,False,False,75,70,20,medium,generation-v,,water,
munna,517,6,58,517,233,76,25,45,67,55,24,265,,4,False,False,False,False,190,50,10,fast,generation-v,,psychic,
musharna,518,11,170,518,605,116,55,85,107,95,29,265,517,4,False,False,False,False,75,50,10,fast,generation-v,,psychic,
pidove,519,3,53,519,21,50,55,50,36,30,43,266,,4,False,False,False,False,255,50,15,medium-slow,generation-v,,normal,flying
tranquill,520,6,125,520,150,62,77,62,50,42,65,266,519,4,False,False,False,False,120,50,15,medium-slow,generation-v,,normal,flying
unfezant,521,12,244,521,290,80,115,80,65,55,93,266,520,4,True,False,False,False,45,50,15,medium-slow,generation-v,,normal,flying
blitzle,522,8,59,522,298,45,60,32,50,32,76,267,,4,False,False,False,False,190,70,20,medium,generation-v,,electric,
zebstrika,523,16,174,523,795,75,100,63,80,63,116,267,522,4,False,False,False,False,75,70,20,medium,generation-v,,electric,
roggenrola,524,4,56,524,180,55,75,85,25,25,15,268,,4,False,False,False,False,255,50,15,medium-slow,generation-v,,rock,
boldore,525,9,137,525,1020,70,105,105,50,40,20,268,524,4,False,False,False,False,120,50,15,medium-slow,generation-v,,rock,
gigalith,526,17,258,526,2600,85,135,130,60,80,25,268,525,4,False,False,False,False,45,50,15,medium-slow,generation-v,,rock,
woobat,527,4,65,527,21,65,45,43,55,43,72,269,,4,False,False,False,False,190,50,15,medium,generation-v,,psychic,flying
swoobat,528,9,149,528,105,67,57,55,77,55,114,269,527,4,False,False,False,False,45,50,15,medium,generation-v,,psychic,flying
drilbur,529,3,66,529,85,60,85,40,30,45,68,270,,4,False,False,False,False,120,50,20,medium,generation-v,,ground,
excadrill,530,7,178,530,404,110,135,60,50,65,88,270,529,4,False,False,False,False,60,50,20,medium,generation-v,,ground,steel
audino,531,11,390,531,310,103,60,86,60,86,50,271,,4,False,False,False,False,255,50,20,fast,generation-v,,normal,
timburr,532,6,61,532,125,75,80,55,25,35,35,272,,2,False,False,False,False,180,70,20,medium-slow,generation-v,,fighting,
gurdurr,533,12,142,533,400,85,105,85,40,50,40,272,532,2,False,False,False,False,90,50,20,medium-slow,generation-v,,fighting,
conkeldurr,534,14,253,534,870,105,140,95,55,65,45,272,533,2,False,False,False,False,45,50,20,medium-slow,generation-v,,fighting,
tympole,535,5,59,535,45,50,50,40,50,40,64,273,,4,False,False,False,False,255,50,20,medium-slow,generation-v,,water,
palpitoad,536,8,134,536,170,75,65,55,65,55,69,273,535,4,False,False,False,False,120,50,20,medium-slow,generation-v,,water,ground
seismitoad,537,15,255,537,620,105,95,75,85,75,74,273,536,4,False,False,False,False,45,50,20,medium-slow,generation-v,,water,ground
throh,538,13,163,538,555,120,100,85,30,85,45,274,,0,False,False,False,False,45,50,20,medium,generation-v,,fighting,
sawk,539,14,163,539,510,75,125,75,30,75,85,275,,0,False,False,False,False,45,50,20,medium,generation-v,,fighting,
sewaddle,540,3,62,540,25,45,53,70,40,60,42,276,,4,False,False,False,False,255,70,15,medium-slow,generation-v,,bug,grass
swadloon,541,5,133,541,73,55,63,90,50,80,42,276,540,4,False,False,False,False,120,70,15,medium-slow,generation-v,,bug,grass
leavanny,542,12,225,542,205,75,103,80,70,80,92,276,541,4,False,False,False,False,45,70,15,medium-slow,generation-v,,bug,grass
venipede,543,4,52,543,53,30,45,59,30,39,57,277,,4,False,False,False,False,255,50,15,medium-slow,generation-v,,bug,poison
whirlipede,544,12,126,544,585,40,55,99,40,79,47,277,543,4,False,False,False,False,120,50,15,medium-slow,generation-v,,bug,poison
scolipede,545,25,243,545,2005,60,100,89,55,69,112,277,544,4,False,False,False,False,45,50,20,medium-slow,generation-v,,bug,poison
cottonee,546,3,56,546,6,40,27,60,37,50,66,278,,4,False,False,False,False,190,50,20,medium,generation-v,,grass,fairy
whimsicott,547,7,168,547,66,60,67,85,77,75,116,278,546,4,False,False,False,False,75,50,20,medium,generation-v,,grass,fairy
petilil,548,5,56,548,66,45,35,50,70,50,30,279,,8,False,False,False,False,190,50,20,medium,generation-v,,grass,
lilligant,549,11,168,549,163,70,60,75,110,75,90,279,548,8,False,False,False,False,75,50,20,medium,generation-v,,grass,
basculin-red-striped,550,10,161,550,180,70,92,65,80,55,98,280,,4,False,False,False,False,25,50,40,medium,generation-v,,water,
sandile,551,7,58,551,152,50,72,35,35,35,65,281,,4,False,False,False,False,180,50,20,medium-slow,generation-v,,ground,dark
krokorok,552,10,123,552,334,60,82,45,45,45,74,281,551,4,False,False,False,False,90,50,20,medium-slow,generation-v,,ground,dark
krookodile,553,15,260,553,963,95,117,80,65,70,92,281,552,4,False,False,False,False,45,50,20,medium-slow,generation-v,,ground,dark
darumaka,554,6,63,554,375,70,90,45,15,45,50,282,,4,False,False,False,False,120,50,20,medium-slow,generation-v,,fire,
darmanitan-standard,555,13,168,555,929,105,140,55,30,55,95,282,554,4,False,False,False,False,60,50,20,medium-slow,generation-v,,fire,
maractus,556,10,161,556,280,75,86,67,106,67,60,283,,4,False,False,False,False,255,50,20,medium,generation-v,,grass,
dwebble,557,3,65,557,145,50,65,85,35,35,55,284,,4,False,False,False,False,190,50,20,medium,generation-v,,bug,rock
crustle,558,14,170,558,2000,70,105,125,65,75,45,284,557,4,False,False,False,False,75,50,20,medium,generation-v,,bug,rock
scraggy,559,6,70,559,118,50,75,70,35,70,48,285,,4,False,False,False,False,180,35,15,medium,generation-v,,dark,fighting
scrafty,560,11,171,560,300,65,90,115,45,115,58,285,559,4,False,False,False,False,90,50,15,medium,generation-v,,dark,fighting
sigilyph,561,14,172,561,140,72,58,80,103,80,97,286,,4,False,False,False,False,45,50,20,medium,generation-v,,psychic,flying
yamask,562,5,61,562,15,38,30,85,55,65,30,287,,4,False,False,False,False,190,50,25,medium,generation-v,,ghost,
cofagrigus,563,17,169,563,765,58,50,145,95,105,30,287,562,4,False,False,False,False,90,50,25,medium,generation-v,,ghost,
tirtouga,564,7,71,564,165,54,78,103,53,45,22,288,,1,False,False,False,False,45,50,30,medium,generation-v,,water,rock
carracosta,565,12,173,565,810,74,108,133,83,65,32,288,564,1,False,False,False,False,45,50,30,medium,generation-v,,water,rock
archen,566,5,71,566,95,55,112,45,74,45,70,289,,1,False,False,False,False,45,50,30,medium,generation-v,,rock,flying
archeops,567,14,177,567,320,75,140,65,112,65,110,289,566,1,False,False,False,False,45,50,30,medium,generation-v,,rock,flying
trubbish,568,6,66,568,310,50,50,62,40,62,65,290,,4,False,False,False,False,190,50,20,medium,generation-v,,poison,
garbodor,569,19,166,569,1073,80,95,82,60,82,75,290,568,4,False,False,False,False,60,50,20,medium,generation-v,,poison,
zorua,570,7,66,570,125,40,65,40,80,40,65,291,,1,False,False,False,False,75,50,25,medium-slow,generation-v,,dark,
zoroark,571,16,179,571,811,60,105,60,120,60,105,291,570,1,False,False,False,False,45,50,20,medium-slow,generation-v,,dark,
minccino,572,4,60,572,58,55,50,40,40,40,75,292,,6,False,False,False,False,255,50,15,fast,generation-v,,normal,
cinccino,573,5,165,573,75,75,95,60,65,60,115,292,572,6,False,False,False,False,60,50,15,fast,generation-v,,normal,
gothita,574,4,58,574,58,45,30,50,55,65,45,293,,6,False,False,False,False,200,50,20,medium-slow,generation-v,,psychic,
gothorita,575,7,137,575,180,60,45,70,75,85,55,293,574,6,False,False,False,False,100,50,20,medium-slow,generation-v,,psychic,
gothitelle,576,15,245,576,440,70,55,95,95,110,65,293,575,6,False,False,False,False,50,50,20,medium-slow,generation-v,,psychic,
solosis,577,3,58,577,10,45,30,40,105,50,20,294,,4,False,False,False,False,200,50,20,medium-slow,generation-v,,psychic,
duosion,578,6,130,578,80,65,40,50,125,60,30,294,577,4,False,False,False,False,100,50,20,medium-slow,generation-v,,psychic,
reuniclus,579,10,245,579,201,110,65,75,125,85,30,294,578,4,False,False,False,False,50,50,20,medium-slow,generation-v,,psychic,
ducklett,580,5,61,580,55,62,44,50,44,50,55,295,,4,False,False,False,False,190,70,20,medium,generation-v,,water,flying
swanna,581,13,166,581,242,75,87,63,87,63,98,295,580,4,False,False,False,False,45,70,20,medium,generation-v,,water,flying
vanillite,582,4,61,582,57,36,50,50,65,60,44,296,,4,False,False,False,False,255,50,20,slow,generation-v,,ice,
vanillish,583,11,138,583,410,51,65,65,80,75,59,296,582,4,False,False,False,False,120,50,20,slow,generation-v,,ice,
vanilluxe,584,13,268,584,575,71,95,85,110,95,79,296,583,4,False,False,False,False,45,50,20,slow,generation-v,,ice,
deerling,585,6,67,585,195,60,60,50,40,50,75,297,,4,False,False,False,False,190,70,20,medium,generation-v,,normal,grass
sawsbuck,586,19,166,586,925,80,100,70,60,70,95,297,585,4,False,False,False,False,75,70,20,medium,generation-v,,normal,grass
emolga,587,4,150,587,50,55,75,60,75,60,103,298,,4,False,False,False,False,200,50,20,medium,generation-v,,electric,flying
karrablast,588,5,63,588,59,50,75,45,40,45,60,299,,4,False,False,False,False,200,50,15,medium,generation-v,,bug,
escavalier,589,10,173,589,330,70,135,105,60,105,20,299,588,4,False,False,False,False,75,50,15,medium,generation-v,,bug,steel
foongus,590,2,59,590,10,69,55,45,55,55,15,300,,4,False,False,False,False,190,50,20,medium,generation-v,,grass,poison
amoonguss,591,6,162,591,105,114,85,70,85,80,30,300,590,4,False,False,False,False,75,50,20,medium,generation-v,,grass,poison
frillish,592,12,67,592,330,55,40,50,65,85,40,301,,4,True,False,False,False,190,50,20,medium,generation-v,,water,ghost
jellicent,593,22,168,593,1350,100,60,70,85,105,60,301,592,4,True,False,False,False,60,50,20,medium,generation-v,,water,ghost
alomomola,594,12,165,594,316,165,75,80,40,45,65,302,,4,False,False,False,False,75,70,40,fast,generation-v,,water,
joltik,595,1,64,595,6,50,47,50,57,50,65,303,,4,False,False,False,False,190,50,20,medium,generation-v,,bug,electric
galvantula,596,8,165,596,143,70,77,60,97,60,108,303,595,4,False,False,False,False,75,50,20,medium,generation-v,,bug,electric
ferroseed,597,6,61,597,188,44,50,91,24,86,10,304,,4,False,False,False,False,255,50,20,medium,generation-v,,grass,steel
ferrothorn,598,10,171,598,1100,74,94,131,54,116,20,304,597,4,False,False,False,False,90,50,20,medium,generation-v,,grass,steel
klink,599,3,60,599,210,40,55,70,45,60,30,305,,-1,False,False,False,False,130,50,20,medium-slow,generation-v,,steel,
klang,600,6,154,600,510,60,80,95,70,85,50,305,599,-1,False,False,False,False,60,50,20,medium-slow,generation-v,,steel,
klinklang,601,6,260,601,810,60,100,115,70,85,90,305,600,-1,False,False,False,False,30,50,20,medium-slow,generation-v,,steel,
tynamo,602,2,55,602,3,35,55,40,45,40,60,306,,4,False,False,False,False,190,70,20,slow,generation-v,,electric,
eelektrik,603,12,142,603,220,65,85,70,75,70,40,306,602,4,False,False,False,False,60,70,20,slow,generation-v,,electric,
eelektross,604,21,232,604,805,85,115,80,105,80,50,306,603,4,False,False,False,False,30,70,20,slow,generation-v,,electric,
elgyem,605,5,67,605,90,55,55,55,85,55,30,307,,4,False,False,False,False,255,50,20,medium,generation-v,,psychic,
beheeyem,606,10,170,606,345,75,75,75,125,95,40,307,605,4,False,False,False,False,90,50,20,medium,generation-v,,psychic,
litwick,607,3,55,607,31,50,30,55,65,55,20,308,,4,False,False,False,False,190,50,20,medium-slow,generation-v,,ghost,fire
lampent,608,6,130,608,130,60,40,60,95,60,55,308,607,4,False,False,False,False,90,50,20,medium-slow,generation-v,,ghost,fire
chandelure,609,10,260,609,343,60,55,90,145,90,80,308,608,4,False,False,False,False,45,50,20,medium-slow,generation-v,,ghost,fire
axew,610,6,64,610,180,46,87,60,30,40,57,309,,4,False,False,False,False,75,35,40,slow,generation-v,,dragon,
fraxure,611,10,144,611,360,66,117,70,40,50,67,309,610,4,False,False,False,False,60,35,40,slow,generation-v,,dragon,
haxorus,612,18,270,612,1055,76,147,90,60,70,97,309,611,4,False,False,False,False,45,35,40,slow,generation-v,,dragon,
cubchoo,613,5,61,613,85,55,70,40,60,40,40,310,,4,False,False,False,False,120,50,20,medium,generation-v,,ice,
beartic,614,26,177,614,2600,95,130,80,70,80,50,310,613,4,False,False,False,False,60,50,20,medium,generation-v,,ice,
cryogonal,615,11,180,615,1480,80,50,50,95,135,105,311,,-1,False,False,False,False,25,50,25,medium,generation-v,,ice,
shelmet,616,4,61,616,77,50,40,85,40,65,25,312,,4,False,False,False,False,200,50,15,medium,generation-v,,bug,
accelgor,617,8,173,617,253,80,70,40,100,60,145,312,616,4,False,False,False,False,75,50,15,medium,generation-v,,bug,
stunfisk,618,7,165,618,110,109,66,84,81,99,32,313,,4,False,False,False,False,75,70,20,medium,generation-v,,ground,electric
mienfoo,619,9,70,619,200,45,85,50,55,50,65,314,,4,False,False,False,False,180,50,25,medium-slow,generation-v,,fighting,
mienshao,620,14,179,620,355,65,125,60,95,60,105,314,619,4,False,False,False,False,45,50,25,medium-slow,generation-v,,fighting,
druddigon,621,16,170,621,1390,77,120,90,60,90,48,315,,4,False,False,False,False,45,50,30,medium,generation-v,,dragon,
golett,622,10,61,622,920,59,74,50,35,50,35,316,,-1,False,False,False,False,190,50,25,medium,generation-v,,ground,ghost
golurk,623,28,169,623,3300,89,124,80,55,80,55,316,622,-1,False,False,False,False,90,50,25,medium,generation-v,,ground,ghost
pawniard,624,5,68,624,102,45,85,70,40,40,60,317,,4,False,False,False,False,120,35,20,medium,generation-v,,dark,steel
bisharp,625,16,172,625,700,65,125,100,60,70,70,317,624,4,False,False,False,False,45,35,20,medium,generation-v,,dark,steel
bouffalant,626,16,172,626,946,95,110,95,40,95,55,318,,4,False,False,False,False,45,50,20,medium,generation-v,,normal,
rufflet,627,5,70,627,105,70,83,50,37,50,60,319,,0,False,False,False,False,190,50,20,slow,generation-v,,normal,flying
braviary,628,15,179,628,410,100,123,75,57,75,80,319,627,0,False,False,False,False,60,50,20,slow,generation-v,,normal,flying
vullaby,629,5,74,629,90,70,55,75,45,65,60,320,,8,False,False,False,False,190,35,20,slow,generation-v,,dark,flying
mandibuzz,630,12,179,630,395,110,65,105,55,95,80,320,629,8,False,False,False,False,60,35,20,slow,generation-v,,dark,flying
heatmor,631,14,169,631,580,85,97,66,105,66,65,321,,4,False,False,False,False,90,50,20,medium,generation-v,,fire,
durant,632,3,169,632,330,58,109,112,48,48,109,322,,4,False,False,False,False,90,50,20,medium,generation-v,,bug,steel
deino,633,8,60,633,173,52,65,50,45,50,38,323,,4,False,False,False,False,45,35,40,slow,generation-v,,dark,dragon
zweilous,634,14,147,634,500,72,85,70,65,70,58,323,633,4,False,False,False,False,45,35,40,slow,generation-v,,dark,dragon
hydreigon,635,18,300,635,1600,92,105,90,125,90,98,323,634,4,False,False,False,False,45,35,40,slow,generation-v,,dark,dragon
larvesta,636,11,72,636,288,55,85,55,50,55,60,324,,4,False,False,False,False,45,50,40,slow,generation-v,,bug,fire
volcarona,637,16,275,637,460,85,60,65,135,105,100,324,636,4,False,False,False,False,15,50,40,slow,generation-v,,bug,fire
cobalion,638,21,290,638,2500,91,90,129,90,72,108,325,,-1,False,False,True,False,3,35,80,slow,generation-v,,steel,fighting
terrakion,639,19,290,639,2600,91,129,90,72,90,108,326,,-1,False,False,True,False,3,35,80,slow,generation-v,,rock,fighting
virizion,640,20,290,640,2000,91,90,72,90,129,108,327,,-1,False,False,True,False,3,35,80,slow,generation-v,,grass,fighting
tornadus-incarnate,641,15,290,641,630,79,115,70,125,80,111,328,,0,False,False,True,False,3,90,120,slow,generation-v,,flying,
thundurus-incarnate,642,15,290,642,610,79,115,70,125,80,111,329,,0,False,False,True,False,3,90,120,slow,generation-v,,electric,flying
reshiram,643,32,340,643,3300,100,120,100,150,120,90,330,,-1,False,False,True,False,3,0,120,slow,generation-v,,dragon,fire
zekrom,644,29,340,644,3450,100,150,120,120,100,90,331,,-1,False,False,True,False,3,0,120,slow,generation-v,,dragon,electric
landorus-incarnate,645,15,300,645,680,89,125,90,115,80,101,332,,0,False,False,True,False,3,90,120,slow,generation-v,,ground,flying
